Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover
16-09-2010,BAJAJ-AUTO,1469.8,1475.05,1479.85,1448.05,1450,1450.7,1459.97,201890,2.95E+13
17-09-2010,BAJAJ-AUTO,1450.7,1458,1469,1442.2,1445,1445.75,1453.19,290122,4.22E+13
20-09-2010,BAJAJ-AUTO,1445.75,1448,1466,1433,1458,1459.15,1447.58,381176,5.52E+13
21-09-2010,BAJAJ-AUTO,1459.15,1478,1478,1447,1455,1458.4,1457.21,350946,5.11E+13
22-09-2010,BAJAJ-AUTO,1458.4,1458.4,1464,1427.4,1440,1443.3,1444.24,325482,4.70E+13
23-09-2010,BAJAJ-AUTO,1443.3,1449,1453.8,1431,1440,1440.45,1443.26,357569,5.16E+13
24-09-2010,BAJAJ-AUTO,1440.45,1435,1452,1435,1447.9,1448.45,1444.62,276635,4.00E+13
27-09-2010,BAJAJ-AUTO,1448.45,1455,1488.6,1448.5,1453.1,1455.6,1462.45,655687,9.59E+13
28-09-2010,BAJAJ-AUTO,1455.6,1453,1468.7,1445,1450.1,1450.85,1451.68,342982,4.98E+13
29-09-2010,BAJAJ-AUTO,1450.85,1459,1497,1456,1489.2,1491.2,1479.5,602713,8.92E+13
30-09-2010,BAJAJ-AUTO,1491.2,1499,1510,1453.15,1475,1469.9,1482.05,1509551,2.24E+14
01-10-2010,BAJAJ-AUTO,1469.9,1483.9,1553.7,1481.05,1550,1547.45,1524.75,1227714,1.87E+14
04-10-2010,BAJAJ-AUTO,1547.45,1560,1590,1523,1540,1534.75,1558.09,676587,1.05E+14
05-10-2010,BAJAJ-AUTO,1534.75,1534.75,1589,1534,1588.35,1581.7,1563.43,626141,9.79E+13
06-10-2010,BAJAJ-AUTO,1581.7,1600,1615,1576,1597,1596.35,1602.03,838536,1.34E+14
07-10-2010,BAJAJ-AUTO,1596.35,1604.1,1608.5,1562.5,1570.4,1567.95,1588.97,569318,9.05E+13
08-10-2010,BAJAJ-AUTO,1567.95,1580,1585.05,1537.05,1547.3,1547.25,1550.91,376487,5.84E+13
11-10-2010,BAJAJ-AUTO,1547.25,1553.35,1574.9,1541,1550,1552,1554.39,317440,4.93E+13
12-10-2010,BAJAJ-AUTO,1552,1560.05,1560.05,1516.1,1521.75,1523.75,1532.82,229551,3.52E+13
13-10-2010,BAJAJ-AUTO,1523.75,1534,1554.9,1519,1545.5,1543.35,1537.47,580179,8.92E+13
14-10-2010,BAJAJ-AUTO,1543.35,1543.35,1558.4,1517.75,1522.5,1523.7,1538.15,275079,4.23E+13
15-10-2010,BAJAJ-AUTO,1523.7,1522.9,1532.7,1501,1511,1504.9,1517.13,160446,2.43E+13
18-10-2010,BAJAJ-AUTO,1504.9,1508,1529.5,1475.15,1524,1519.7,1502.09,427943,6.43E+13
19-10-2010,BAJAJ-AUTO,1519.7,1525,1554.5,1499.5,1505,1514.45,1536.31,820662,1.26E+14
20-10-2010,BAJAJ-AUTO,1514.45,1525,1538.65,1476.15,1487.15,1487.15,1516.93,360140,5.46E+13
21-10-2010,BAJAJ-AUTO,1487.15,1504.9,1507.9,1483.45,1486,1490.2,1491.71,516303,7.70E+13
22-10-2010,BAJAJ-AUTO,1490.2,1503,1503,1480.1,1485.5,1486.55,1488.94,215762,3.21E+13
25-10-2010,BAJAJ-AUTO,1486.55,1496,1501.7,1483.5,1490.8,1490.1,1490.45,470099,7.01E+13
26-10-2010,BAJAJ-AUTO,1490.1,1498,1510,1485.7,1499.65,1498.8,1499.67,280632,4.21E+13
27-10-2010,BAJAJ-AUTO,1498.8,1498,1504.4,1473.5,1477.7,1479.1,1488.58,251033,3.74E+13
28-10-2010,BAJAJ-AUTO,1479.1,1470.5,1502,1470.5,1495,1488.95,1487.98,622140,9.26E+13
29-10-2010,BAJAJ-AUTO,1488.95,1497,1525,1479.15,1518,1510.95,1499.28,387939,5.82E+13
01-11-2010,BAJAJ-AUTO,1510.95,1535,1543,1517.1,1525.9,1530.75,1530.11,516743,7.91E+13
02-11-2010,BAJAJ-AUTO,1530.75,1525.1,1555,1523.1,1552,1548.75,1545.27,476305,7.36E+13
03-11-2010,BAJAJ-AUTO,1548.75,1560,1592.35,1555,1590,1582.35,1576.19,545780,8.60E+13
04-11-2010,BAJAJ-AUTO,1582.35,1590,1614.5,1587,1606.3,1610.35,1603.89,465092,7.46E+13
05-11-2010,BAJAJ-AUTO,1610.35,1615,1622,1600,1612,1614.35,1614.07,69699,1.12E+13
08-11-2010,BAJAJ-AUTO,1614.35,1622.85,1630,1592,1607,1600.45,1608.63,365781,5.88E+13
09-11-2010,BAJAJ-AUTO,1600.45,1603,1615,1587.55,1610,1610,1604.4,286397,4.59E+13
10-11-2010,BAJAJ-AUTO,1610,1612,1615,1560.55,1579.7,1574.6,1592.75,278634,4.44E+13
11-11-2010,BAJAJ-AUTO,1574.6,1600,1600,1553.35,1566,1567.8,1574.9,207356,3.27E+13
12-11-2010,BAJAJ-AUTO,1567.8,1560,1620.95,1552,1577,1581.45,1588.03,366423,5.82E+13
15-11-2010,BAJAJ-AUTO,1581.45,1587,1614,1579.5,1587,1590.85,1596.07,225528,3.60E+13
16-11-2010,BAJAJ-AUTO,1590.85,1598,1605.95,1513.35,1549.7,1560.1,1561.6,359416,5.61E+13
18-11-2010,BAJAJ-AUTO,1560.1,1551,1585.75,1547.05,1562.5,1561.2,1566.89,259202,4.06E+13
19-11-2010,BAJAJ-AUTO,1561.2,1566,1584.4,1548.05,1560,1562.45,1566.03,263234,4.12E+13
22-11-2010,BAJAJ-AUTO,1562.45,1566.5,1604.95,1556.3,1590,1598.1,1585.23,189556,3.00E+13
23-11-2010,BAJAJ-AUTO,1598.1,1589,1649.45,1573.45,1642.5,1638.45,1617.25,591216,9.56E+13
24-11-2010,BAJAJ-AUTO,1638.45,1638.45,1665,1600.05,1610.25,1611.15,1639.44,475289,7.79E+13
25-11-2010,BAJAJ-AUTO,1611.15,1616,1664.9,1615.9,1633,1633.75,1642.89,553817,9.10E+13
26-11-2010,BAJAJ-AUTO,1633.75,1634,1639.7,1585.1,1624.7,1613.25,1612.34,338237,5.45E+13
29-11-2010,BAJAJ-AUTO,1613.25,1602.5,1616.05,1566,1596,1592.7,1588.1,499108,7.93E+13
30-11-2010,BAJAJ-AUTO,1592.7,1591,1591,1548.2,1576,1576.6,1569.06,622836,9.77E+13
01-12-2010,BAJAJ-AUTO,1576.6,1576.1,1594,1562.2,1568.1,1571.2,1578.81,424563,6.70E+13
02-12-2010,BAJAJ-AUTO,1571.2,1593,1593,1551,1565,1574.3,1570.55,568642,8.93E+13
03-12-2010,BAJAJ-AUTO,1574.3,1569,1615.5,1556,1596,1600.15,1587.94,481616,7.65E+13
06-12-2010,BAJAJ-AUTO,1600.15,1602.05,1623.9,1578.1,1586,1585.45,1605.34,263658,4.23E+13
07-12-2010,BAJAJ-AUTO,1585.45,1587,1610,1580.35,1609,1606.9,1601.73,337664,5.41E+13
08-12-2010,BAJAJ-AUTO,1606.9,1600,1610,1555.05,1564.95,1565.7,1575.36,316922,4.99E+13
09-12-2010,BAJAJ-AUTO,1565.7,1560.15,1568,1525.3,1535,1532.65,1540.19,609800,9.39E+13
10-12-2010,BAJAJ-AUTO,1532.65,1521,1521,1459.15,1492.8,1490.55,1486.97,1110037,1.65E+14
13-12-2010,BAJAJ-AUTO,1490.55,1502,1503,1467.05,1494,1496.85,1481.47,308913,4.58E+13
14-12-2010,BAJAJ-AUTO,1496.85,1502,1506.8,1476.05,1490,1493.45,1490.25,321540,4.79E+13
15-12-2010,BAJAJ-AUTO,1493.45,1497,1497,1460,1472.9,1470.15,1472.99,449175,6.62E+13
16-12-2010,BAJAJ-AUTO,1470.15,1475,1475,1430,1452.05,1454.35,1444.7,736330,1.06E+14
20-12-2010,BAJAJ-AUTO,1454.35,1455.1,1478,1441.05,1450,1451.5,1456.97,517605,7.54E+13
21-12-2010,BAJAJ-AUTO,1451.5,1465,1487,1441.1,1453.95,1452.1,1453.25,837077,1.22E+14
22-12-2010,BAJAJ-AUTO,1452.1,1468,1468,1438.25,1445,1444.9,1446.19,549227,7.94E+13
23-12-2010,BAJAJ-AUTO,1444.9,1457.65,1457.65,1437.2,1444.05,1445.1,1445.04,276262,3.99E+13
24-12-2010,BAJAJ-AUTO,1445.1,1450,1450.05,1430,1444.3,1444.9,1443.07,219556,3.17E+13
27-12-2010,BAJAJ-AUTO,1444.9,1450,1462.8,1445,1457.5,1456.75,1454.07,205415,2.99E+13
28-12-2010,BAJAJ-AUTO,1456.75,1466,1474.75,1455.5,1462.1,1467,1464.19,310062,4.54E+13
29-12-2010,BAJAJ-AUTO,1467,1470.1,1487.9,1460,1485.9,1484.3,1479.39,300716,4.45E+13
30-12-2010,BAJAJ-AUTO,1484.3,1491,1491,1467.35,1480,1480.15,1478.28,399133,5.90E+13
31-12-2010,BAJAJ-AUTO,1480.15,1485,1549,1480.15,1533.25,1541,1528.21,740992,1.13E+14
03-01-2011,BAJAJ-AUTO,1541,1557,1564.65,1470,1474.95,1476.5,1499.5,982492,1.47E+14
04-01-2011,BAJAJ-AUTO,1476.5,1479,1484.8,1420.65,1433.05,1429.8,1436.34,1781719,2.56E+14
05-01-2011,BAJAJ-AUTO,1429.8,1430,1430,1368.3,1380,1374.5,1388.79,1518567,2.11E+14
06-01-2011,BAJAJ-AUTO,1374.5,1383.2,1391.25,1321.7,1324.5,1327.85,1337.2,2462539,3.29E+14
07-01-2011,BAJAJ-AUTO,1327.85,1330,1352,1302,1311,1316.6,1320.4,2314796,3.06E+14
10-01-2011,BAJAJ-AUTO,1316.6,1327.9,1331.85,1256,1266.4,1261.75,1291.65,1396888,1.80E+14
11-01-2011,BAJAJ-AUTO,1261.75,1273,1321,1273,1320.5,1305.7,1297.5,1530693,1.99E+14
12-01-2011,BAJAJ-AUTO,1305.7,1316,1322.5,1265,1285,1286.95,1283.13,1263340,1.62E+14
13-01-2011,BAJAJ-AUTO,1286.95,1292,1310,1277.45,1282.05,1286.55,1295.14,633826,8.21E+13
14-01-2011,BAJAJ-AUTO,1286.55,1286.1,1295.2,1237.2,1250,1246.8,1264.39,582403,7.36E+13
17-01-2011,BAJAJ-AUTO,1246.8,1244,1276,1223.45,1276,1268.4,1252.12,563657,7.06E+13
18-01-2011,BAJAJ-AUTO,1268.4,1270.25,1299,1267.2,1298,1294.7,1282.64,508333,6.52E+13
19-01-2011,BAJAJ-AUTO,1294.7,1293,1325,1275,1323.95,1321.8,1303.55,2156558,2.81E+14
20-01-2011,BAJAJ-AUTO,1321.8,1322.1,1340,1287.6,1302.45,1300.2,1307.17,1113436,1.46E+14
21-01-2011,BAJAJ-AUTO,1300.2,1302,1329.3,1295.3,1313,1313.3,1314.53,739175,9.72E+13
24-01-2011,BAJAJ-AUTO,1313.3,1327,1338.7,1305.05,1309.4,1307.35,1311.32,262029,3.44E+13
25-01-2011,BAJAJ-AUTO,1307.35,1315,1320.1,1286.5,1300,1294.35,1306.06,335407,4.38E+13
27-01-2011,BAJAJ-AUTO,1294.35,1310,1318.4,1275,1279,1286.15,1301.6,816579,1.06E+14
28-01-2011,BAJAJ-AUTO,1286.15,1289,1289,1245,1261,1260.65,1261.02,476550,6.01E+13
31-01-2011,BAJAJ-AUTO,1260.65,1250,1263.8,1165.65,1257,1245.95,1239.95,444674,5.51E+13
01-02-2011,BAJAJ-AUTO,1245.95,1269.6,1274.4,1236,1250,1246.1,1248.21,387073,4.83E+13
02-02-2011,BAJAJ-AUTO,1246.1,1254,1262,1205,1208,1214.3,1239.05,644948,7.99E+13
03-02-2011,BAJAJ-AUTO,1214.3,1214,1229.8,1201.2,1210.5,1209.55,1215.14,663136,8.06E+13
04-02-2011,BAJAJ-AUTO,1209.55,1214,1250,1212,1221.5,1226.8,1236.5,796378,9.85E+13
07-02-2011,BAJAJ-AUTO,1226.8,1230,1233.4,1204.4,1221,1217.8,1217.35,197837,2.41E+13
08-02-2011,BAJAJ-AUTO,1217.8,1230,1254,1212.1,1239.9,1239.2,1240.15,501472,6.22E+13
09-02-2011,BAJAJ-AUTO,1239.2,1226,1231.15,1190,1205.2,1204.15,1203.05,819790,9.86E+13
10-02-2011,BAJAJ-AUTO,1204.15,1190,1228.3,1190,1213,1209.9,1208.36,482022,5.82E+13
11-02-2011,BAJAJ-AUTO,1209.9,1200,1269,1200,1257.9,1255.9,1235.05,441480,5.45E+13
14-02-2011,BAJAJ-AUTO,1255.9,1265,1304.9,1261.35,1298.1,1298.5,1287.73,451725,5.82E+13
15-02-2011,BAJAJ-AUTO,1298.5,1307.4,1558.15,1291.9,1325.6,1328.1,1321.62,1026155,1.36E+14
16-02-2011,BAJAJ-AUTO,1328.1,1335,1350,1318,1329.05,1332.1,1333.13,267440,3.57E+13
17-02-2011,BAJAJ-AUTO,1332.1,1335,1359.2,1330.05,1350.25,1351.25,1348.23,499086,6.73E+13
18-02-2011,BAJAJ-AUTO,1351.25,1351.25,1362.9,1325.2,1342.5,1339.1,1343.31,1018163,1.37E+14
21-02-2011,BAJAJ-AUTO,1339.1,1330,1345,1322.85,1340.9,1335.75,1332.48,555142,7.40E+13
22-02-2011,BAJAJ-AUTO,1335.75,1336,1352.2,1321.1,1327.2,1329.8,1336.36,687636,9.19E+13
23-02-2011,BAJAJ-AUTO,1329.8,1326,1330,1304,1309,1307.2,1314.55,598564,7.87E+13
24-02-2011,BAJAJ-AUTO,1307.2,1306,1306,1255.3,1259.05,1264.3,1281.15,833565,1.07E+14
25-02-2011,BAJAJ-AUTO,1264.3,1292,1294.9,1245.25,1292,1282.25,1271.18,643336,8.18E+13
28-02-2011,BAJAJ-AUTO,1282.25,1285,1320,1258.5,1266,1269.15,1287.22,460075,5.92E+13
01-03-2011,BAJAJ-AUTO,1269.15,1276.7,1340,1276.7,1337.4,1335.5,1327.38,725413,9.63E+13
03-03-2011,BAJAJ-AUTO,1335.5,1335,1369,1324.45,1351.8,1350.1,1353.22,693914,9.39E+13
04-03-2011,BAJAJ-AUTO,1350.1,1384.8,1389,1367.4,1375,1376.9,1379.25,828802,1.14E+14
07-03-2011,BAJAJ-AUTO,1376.9,1368,1374.9,1344.6,1370,1365.45,1363.72,391399,5.34E+13
08-03-2011,BAJAJ-AUTO,1365.45,1372,1396.5,1366.05,1392,1390.6,1390.35,429662,5.97E+13
09-03-2011,BAJAJ-AUTO,1390.6,1399,1419.9,1392,1415,1417.05,1408.98,696814,9.82E+13
10-03-2011,BAJAJ-AUTO,1417.05,1409.7,1413.15,1393.35,1404,1401.3,1402.03,216107,3.03E+13
11-03-2011,BAJAJ-AUTO,1401.3,1395,1401.3,1353,1370.3,1374.15,1374.22,235351,3.23E+13
14-03-2011,BAJAJ-AUTO,1374.15,1370.05,1392.9,1354,1380,1383.3,1371.27,419990,5.76E+13
15-03-2011,BAJAJ-AUTO,1383.3,1354.1,1388,1341.15,1369.9,1365.95,1365.1,221618,3.03E+13
16-03-2011,BAJAJ-AUTO,1365.95,1381.85,1387.15,1366.1,1373.05,1372.35,1374.19,283084,3.89E+13
17-03-2011,BAJAJ-AUTO,1372.35,1362,1386,1350,1365.45,1358.95,1365.74,158326,2.16E+13
18-03-2011,BAJAJ-AUTO,1358.95,1368,1385,1350,1355,1358.35,1367.53,251842,3.44E+13
21-03-2011,BAJAJ-AUTO,1358.35,1358.5,1369.25,1342.55,1355,1355.5,1357.07,154595,2.10E+13
22-03-2011,BAJAJ-AUTO,1355.5,1361.9,1370,1356.25,1357,1362,1364.96,93168,1.27E+13
23-03-2011,BAJAJ-AUTO,1362,1363,1378.05,1348.9,1359.9,1359.95,1363.16,211796,2.89E+13
24-03-2011,BAJAJ-AUTO,1359.95,1362.55,1374.5,1346.75,1354.55,1354.45,1358.16,172216,2.34E+13
25-03-2011,BAJAJ-AUTO,1354.45,1370,1386.5,1351,1383,1381.2,1371.05,286138,3.92E+13
28-03-2011,BAJAJ-AUTO,1381.2,1390,1412.45,1385.05,1393.05,1402.6,1399.88,333428,4.67E+13
29-03-2011,BAJAJ-AUTO,1402.6,1400,1422,1400,1407.15,1406.9,1414.16,327406,4.63E+13
30-03-2011,BAJAJ-AUTO,1406.9,1419.9,1430,1407.1,1423.5,1420.95,1421.1,518724,7.37E+13
31-03-2011,BAJAJ-AUTO,1420.95,1433,1474,1421.9,1463.8,1463.25,1446.65,976586,1.41E+14
01-04-2011,BAJAJ-AUTO,1463.25,1478,1481.9,1448.05,1457.85,1458.95,1461.89,431413,6.31E+13
04-04-2011,BAJAJ-AUTO,1458.95,1472,1474.4,1440,1455,1456.95,1459.74,446712,6.52E+13
05-04-2011,BAJAJ-AUTO,1456.95,1458.7,1458.7,1433.75,1434.3,1438.15,1441.11,451815,6.51E+13
06-04-2011,BAJAJ-AUTO,1438.15,1440,1465,1435.95,1453,1451.6,1450.59,280888,4.07E+13
07-04-2011,BAJAJ-AUTO,1451.6,1459.95,1459.95,1436,1439,1440.25,1445.98,323494,4.68E+13
08-04-2011,BAJAJ-AUTO,1440.25,1448.9,1450,1407.6,1415,1416.95,1422.03,371850,5.29E+13
11-04-2011,BAJAJ-AUTO,1416.95,1410,1410.1,1369.6,1385,1382.1,1383.34,307606,4.26E+13
13-04-2011,BAJAJ-AUTO,1382.1,1376,1404.95,1363,1400,1398.75,1389.73,443721,6.17E+13
15-04-2011,BAJAJ-AUTO,1398.75,1395.25,1425,1386.25,1414.9,1419.65,1404.69,208812,2.93E+13
18-04-2011,BAJAJ-AUTO,1419.65,1430,1453,1420.5,1436.05,1437.8,1437.37,451399,6.49E+13
19-04-2011,BAJAJ-AUTO,1437.8,1430.2,1460.95,1419.4,1459,1452.55,1439.9,469376,6.76E+13
20-04-2011,BAJAJ-AUTO,1452.55,1460,1479.4,1443,1472,1474.4,1462.82,306158,4.48E+13
21-04-2011,BAJAJ-AUTO,1474.4,1480,1484.15,1460,1465,1465,1465.86,341855,5.01E+13
25-04-2011,BAJAJ-AUTO,1465,1465,1484.2,1463,1471.35,1477.7,1474.52,168382,2.48E+13
26-04-2011,BAJAJ-AUTO,1477.7,1477,1490,1452.6,1485.4,1485.6,1473.29,222698,3.28E+13
27-04-2011,BAJAJ-AUTO,1485.6,1489.9,1495,1466,1476.95,1474.45,1478.24,274411,4.06E+13
28-04-2011,BAJAJ-AUTO,1474.45,1476.55,1495,1470.95,1478,1477.7,1483.56,391248,5.80E+13
29-04-2011,BAJAJ-AUTO,1477.7,1473,1500.5,1450,1500,1474,1479.45,477427,7.06E+13
02-05-2011,BAJAJ-AUTO,1474,1478.3,1496.35,1425.25,1438,1440.55,1444.77,386419,5.58E+13
03-05-2011,BAJAJ-AUTO,1440.55,1426.15,1455,1357.25,1374,1367.15,1403.59,679514,9.54E+13
04-05-2011,BAJAJ-AUTO,1367.15,1362,1362,1287.45,1300,1303.35,1309.1,1205843,1.58E+14
05-05-2011,BAJAJ-AUTO,1303.35,1304,1313.55,1273.7,1280,1285.9,1292.56,745379,9.63E+13
06-05-2011,BAJAJ-AUTO,1285.9,1290,1325,1270,1318,1319,1303.95,446238,5.82E+13
09-05-2011,BAJAJ-AUTO,1319,1330,1341.8,1288.1,1291.3,1295.9,1308.68,323265,4.23E+13
10-05-2011,BAJAJ-AUTO,1295.9,1297,1326.5,1283.35,1310.5,1310.85,1309.27,297707,3.90E+13
11-05-2011,BAJAJ-AUTO,1310.85,1315.8,1329.95,1299,1322.35,1319.25,1309.83,313478,4.11E+13
12-05-2011,BAJAJ-AUTO,1319.25,1318.8,1340,1301.25,1308,1308.45,1321.71,377341,4.99E+13
13-05-2011,BAJAJ-AUTO,1308.45,1310.1,1363,1301.3,1337.8,1336.6,1338.18,329942,4.42E+13
16-05-2011,BAJAJ-AUTO,1336.6,1328.9,1331,1294.3,1299,1299.65,1308.85,284556,3.72E+13
17-05-2011,BAJAJ-AUTO,1299.65,1302,1320,1285,1319,1310.15,1301.51,345369,4.50E+13
18-05-2011,BAJAJ-AUTO,1310.15,1317.1,1329.8,1260.3,1284.4,1287.4,1296.27,2270962,2.94E+14
19-05-2011,BAJAJ-AUTO,1287.4,1300,1309.8,1286.3,1301,1292.9,1297.06,582485,7.56E+13
20-05-2011,BAJAJ-AUTO,1292.9,1298,1335.4,1294,1328.8,1330.8,1319.25,594444,7.84E+13
23-05-2011,BAJAJ-AUTO,1330.8,1320,1323,1297.1,1305,1305.05,1305.26,363973,4.75E+13
24-05-2011,BAJAJ-AUTO,1305.05,1327,1327,1301.5,1315.95,1311.55,1310.66,249414,3.27E+13
25-05-2011,BAJAJ-AUTO,1311.55,1309,1309.1,1282.1,1286.35,1290.25,1289.48,514221,6.63E+13
26-05-2011,BAJAJ-AUTO,1290.25,1299,1307,1285.05,1290,1297.05,1297.8,493544,6.41E+13
27-05-2011,BAJAJ-AUTO,1297.05,1301,1322,1288.2,1310,1316.5,1305.29,460670,6.01E+13
30-05-2011,BAJAJ-AUTO,1316.5,1320,1336,1305.15,1325,1327.9,1322.74,283192,3.75E+13
31-05-2011,BAJAJ-AUTO,1327.9,1327.9,1354,1327.9,1342,1344.5,1344.03,395629,5.32E+13
01-06-2011,BAJAJ-AUTO,1344.5,1346.2,1364.9,1325,1330,1335.6,1343.36,577275,7.75E+13
02-06-2011,BAJAJ-AUTO,1335.6,1325,1374.8,1310.6,1368,1368.5,1355.41,669185,9.07E+13
03-06-2011,BAJAJ-AUTO,1368.5,1375,1389,1367.15,1375.8,1375.8,1377.93,360138,4.96E+13
06-06-2011,BAJAJ-AUTO,1375.8,1360,1368.9,1338,1358.75,1361.7,1353.24,214882,2.91E+13
07-06-2011,BAJAJ-AUTO,1361.7,1360,1360,1339.4,1349.8,1350.05,1349.36,246553,3.33E+13
08-06-2011,BAJAJ-AUTO,1350.05,1351,1352,1325,1329,1330.9,1340.18,172948,2.32E+13
09-06-2011,BAJAJ-AUTO,1330.9,1338.5,1344,1321.4,1332,1333.4,1333.6,173463,2.31E+13
10-06-2011,BAJAJ-AUTO,1333.4,1336,1338.8,1319.2,1322.1,1324.85,1327.42,222635,2.96E+13
13-06-2011,BAJAJ-AUTO,1324.85,1334.9,1347.9,1328,1347.6,1345.1,1340.97,301987,4.05E+13
14-06-2011,BAJAJ-AUTO,1345.1,1345.25,1377,1345.25,1376,1373.65,1365.48,301741,4.12E+13
15-06-2011,BAJAJ-AUTO,1373.65,1378,1379.2,1362.35,1365,1369.7,1369.7,387760,5.31E+13
16-06-2011,BAJAJ-AUTO,1369.7,1365,1365,1340,1352.5,1344.95,1346.1,340304,4.58E+13
17-06-2011,BAJAJ-AUTO,1344.95,1340.25,1364.45,1331.25,1333.55,1342.7,1349.9,175279,2.37E+13
20-06-2011,BAJAJ-AUTO,1342.7,1333,1343.7,1295,1322,1311.8,1313.6,413744,5.43E+13
21-06-2011,BAJAJ-AUTO,1311.8,1320,1329,1306.25,1326.75,1321.35,1316.56,363199,4.78E+13
22-06-2011,BAJAJ-AUTO,1321.35,1325.65,1347,1321.5,1345,1342.45,1335.42,124333,1.66E+13
23-06-2011,BAJAJ-AUTO,1342.45,1344,1399.85,1326.6,1337,1336.55,1336.86,159166,2.13E+13
24-06-2011,BAJAJ-AUTO,1336.55,1340,1395,1339.95,1381,1387.75,1370.68,568712,7.80E+13
27-06-2011,BAJAJ-AUTO,1387.75,1391,1444,1375,1380,1383.3,1413.38,656355,9.28E+13
28-06-2011,BAJAJ-AUTO,1383.3,1389.7,1425.25,1380.05,1425,1420.1,1408.57,269656,3.80E+13
29-06-2011,BAJAJ-AUTO,1420.1,1394,1419,1385,1403.5,1401.85,1405.18,545318,7.66E+13
30-06-2011,BAJAJ-AUTO,1401.85,1414.8,1420.75,1396,1408.45,1407.1,1406.3,621078,8.73E+13
01-07-2011,BAJAJ-AUTO,1407.1,1432.1,1438.8,1405,1420,1423.15,1417.08,215369,3.05E+13
04-07-2011,BAJAJ-AUTO,1423.15,1452.8,1452.8,1420,1424,1424.45,1429.48,176103,2.52E+13
05-07-2011,BAJAJ-AUTO,1424.45,1425.9,1445,1422.4,1425.4,1427.7,1433.8,270435,3.88E+13
06-07-2011,BAJAJ-AUTO,1427.7,1417,1443,1417,1441,1437.25,1430.71,242012,3.46E+13
07-07-2011,BAJAJ-AUTO,1437.25,1433,1464,1428.5,1450,1455.95,1446.01,413183,5.97E+13
08-07-2011,BAJAJ-AUTO,1455.95,1462.5,1476.5,1452.5,1457.8,1459.8,1470.16,284939,4.19E+13
11-07-2011,BAJAJ-AUTO,1459.8,1460.05,1463,1439.65,1450,1452.1,1450.99,243921,3.54E+13
12-07-2011,BAJAJ-AUTO,1452.1,1440.5,1455,1415,1428.85,1425.85,1427.27,203996,2.91E+13
13-07-2011,BAJAJ-AUTO,1425.85,1435,1458,1430.2,1455.15,1451.8,1444.94,234212,3.38E+13
14-07-2011,BAJAJ-AUTO,1451.8,1459,1463.2,1406.3,1430.05,1430.7,1425.22,1165031,1.66E+14
15-07-2011,BAJAJ-AUTO,1430.7,1415.3,1429,1406,1425.65,1422.2,1416.31,308621,4.37E+13
18-07-2011,BAJAJ-AUTO,1422.2,1425.65,1435,1410,1420,1416.9,1418.74,214540,3.04E+13
19-07-2011,BAJAJ-AUTO,1416.9,1428.7,1443,1413.3,1432,1434.75,1429.1,271726,3.88E+13
20-07-2011,BAJAJ-AUTO,1434.75,1440,1448.2,1417.05,1424,1424.55,1431.14,174533,2.50E+13
21-07-2011,BAJAJ-AUTO,1424.55,1427,1433.75,1410,1420,1419.5,1422.87,213747,3.04E+13
22-07-2011,BAJAJ-AUTO,1419.5,1430,1450.2,1427.55,1443.1,1448.55,1440,242857,3.50E+13
25-07-2011,BAJAJ-AUTO,1448.55,1449.4,1456,1431.25,1446.9,1446.4,1445.09,329369,4.76E+13
26-07-2011,BAJAJ-AUTO,1446.4,1446,1453.85,1417.05,1423.15,1425.75,1426.15,291149,4.15E+13
27-07-2011,BAJAJ-AUTO,1425.75,1425,1445.05,1418.4,1434,1434.4,1431.25,301919,4.32E+13
28-07-2011,BAJAJ-AUTO,1434.4,1433.5,1453,1418.25,1447.15,1448.35,1440.93,257304,3.71E+13
29-07-2011,BAJAJ-AUTO,1448.35,1447,1482,1430.8,1470,1469.6,1458.64,520835,7.60E+13
01-08-2011,BAJAJ-AUTO,1469.6,1472.5,1497.4,1472.5,1479.1,1486.4,1486.6,340907,5.07E+13
02-08-2011,BAJAJ-AUTO,1486.4,1479.45,1504.85,1476,1480.1,1484.8,1488.75,355385,5.29E+13
03-08-2011,BAJAJ-AUTO,1484.8,1461.1,1474,1446.55,1456.05,1454.65,1459.32,315262,4.60E+13
04-08-2011,BAJAJ-AUTO,1454.65,1455,1459.4,1412,1425,1419.65,1435.5,242418,3.48E+13
05-08-2011,BAJAJ-AUTO,1419.65,1397,1419.8,1356.25,1403.85,1398.55,1390.04,290820,4.04E+13
08-08-2011,BAJAJ-AUTO,1398.55,1362.25,1447.3,1362.25,1414.9,1415.7,1410.93,439840,6.21E+13
09-08-2011,BAJAJ-AUTO,1415.7,1359,1468.9,1356,1439.45,1426.2,1430.6,598448,8.56E+13
10-08-2011,BAJAJ-AUTO,1426.2,1441,1493.65,1427.5,1479,1486.05,1471.81,589716,8.68E+13
11-08-2011,BAJAJ-AUTO,1486.05,1475,1484.5,1449.95,1455.05,1456.85,1468.4,363465,5.34E+13
12-08-2011,BAJAJ-AUTO,1456.85,1465,1468.95,1440,1458,1454.55,1453.27,423239,6.15E+13
16-08-2011,BAJAJ-AUTO,1454.55,1460,1471.9,1448.5,1459.95,1456.35,1463.05,259015,3.79E+13
17-08-2011,BAJAJ-AUTO,1456.35,1465,1473.05,1435,1452.2,1452.4,1454.68,236156,3.44E+13
