Date,Symbol,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover
12-11-2014,BAJAJ-AUTO,2549.55,2549.55,2624.95,2549.55,2595,2599.55,2602.37,197549,5.14E+13
13-11-2014,BAJAJ-AUTO,2599.55,2600,2622.9,2595.2,2613,2609.8,2611.01,515905,1.35E+14
14-11-2014,BAJAJ-AUTO,2609.8,2625,2663.65,2612,2647,2652.85,2651.22,444633,1.18E+14
17-11-2014,BAJAJ-AUTO,2652.85,2645,2678.2,2642.85,2665,2657.65,2657.68,412309,1.10E+14
18-11-2014,BAJAJ-AUTO,2657.65,2660,2673.85,2635.1,2644.1,2643.95,2645.99,435031,1.15E+14
19-11-2014,BAJAJ-AUTO,2643.95,2647,2688,2646.85,2673,2674.95,2674.56,886479,2.37E+14
20-11-2014,BAJAJ-AUTO,2674.95,2685,2685,2643,2657,2655.3,2655.99,322054,8.55E+13
21-11-2014,BAJAJ-AUTO,2655.3,2659,2685,2652.5,2675.95,2673.45,2677.32,476658,1.28E+14
24-11-2014,BAJAJ-AUTO,2673.45,2661,2695,2649,2675,2675.1,2676.89,266487,7.13E+13
25-11-2014,BAJAJ-AUTO,2675.1,2670.2,2680.3,2614.25,2643,2644,2644.1,187589,4.96E+13
26-11-2014,BAJAJ-AUTO,2644,2620,2624.8,2570.15,2615,2614.45,2602.82,565178,1.47E+14
27-11-2014,BAJAJ-AUTO,2614.45,2617.2,2654,2590,2654,2649.6,2620.36,316876,8.30E+13
28-11-2014,BAJAJ-AUTO,2649.6,2654,2675.55,2630.7,2644.6,2640.8,2643,379312,1.00E+14
01-12-2014,BAJAJ-AUTO,2640.8,2642.5,2660.8,2613.05,2630.3,2636.3,2639.9,199683,5.27E+13
02-12-2014,BAJAJ-AUTO,2636.3,2586,2614.8,2555.7,2607.8,2602.35,2595,391070,1.01E+14
03-12-2014,BAJAJ-AUTO,2602.35,2620,2628.1,2586,2612,2609.9,2600.71,303233,7.89E+13
04-12-2014,BAJAJ-AUTO,2609.9,2609.6,2632.95,2588.8,2624.1,2625.1,2600.48,274078,7.13E+13
05-12-2014,BAJAJ-AUTO,2625.1,2625,2637.95,2611.25,2611.25,2619.9,2620.44,108559,2.84E+13
08-12-2014,BAJAJ-AUTO,2619.9,2625,2637.55,2597.1,2605.1,2614.65,2617.15,265082,6.94E+13
09-12-2014,BAJAJ-AUTO,2614.65,2600,2641.2,2595,2605,2608.85,2614.14,579980,1.52E+14
10-12-2014,BAJAJ-AUTO,2608.85,2608.9,2617.35,2555.75,2565.55,2569.5,2572.2,515235,1.33E+14
11-12-2014,BAJAJ-AUTO,2569.5,2568.05,2592.6,2540.6,2562,2563.2,2567.07,185957,4.77E+13
12-12-2014,BAJAJ-AUTO,2563.2,2553,2572.6,2510.3,2515.15,2521.35,2540.88,221415,5.63E+13
15-12-2014,BAJAJ-AUTO,2521.35,2500,2545.05,2498.05,2522,2517.9,2525.38,171678,4.34E+13
16-12-2014,BAJAJ-AUTO,2517.9,2496,2536.8,2475,2504.4,2494.75,2500.37,219221,5.48E+13
17-12-2014,BAJAJ-AUTO,2494.75,2485.15,2509.5,2444.85,2451.3,2463.05,2471.99,280480,6.93E+13
18-12-2014,BAJAJ-AUTO,2463.05,2480.5,2528.6,2471,2499.05,2503.15,2498.02,287186,7.17E+13
19-12-2014,BAJAJ-AUTO,2503.15,2505.8,2524.2,2454.25,2459,2473.55,2493.64,283580,7.07E+13
22-12-2014,BAJAJ-AUTO,2473.55,2510,2510,2453.1,2481,2477.3,2473.09,281967,6.97E+13
23-12-2014,BAJAJ-AUTO,2477.3,2475,2526.3,2465.55,2526,2519.25,2508.94,165201,4.14E+13
24-12-2014,BAJAJ-AUTO,2519.25,2530.95,2539,2462.1,2483,2477.7,2486.66,414127,1.03E+14
26-12-2014,BAJAJ-AUTO,2477.7,2483,2499,2460.1,2488.1,2480.7,2477.65,86469,2.14E+13
29-12-2014,BAJAJ-AUTO,2480.7,2499.7,2505,2479.65,2483.2,2484.8,2488.49,93039,2.32E+13
30-12-2014,BAJAJ-AUTO,2484.8,2490,2490.65,2451,2453,2455.05,2466.41,89969,2.22E+13
31-12-2014,BAJAJ-AUTO,2455.05,2421.05,2448.7,2414.5,2430.05,2432.45,2433.74,202699,4.93E+13
01-01-2015,BAJAJ-AUTO,2432.45,2431,2458.3,2428.45,2457.75,2452.15,2446.07,72928,1.78E+13
02-01-2015,BAJAJ-AUTO,2452.15,2457,2476.4,2432,2446,2451.75,2452.07,164726,4.04E+13
05-01-2015,BAJAJ-AUTO,2451.75,2452,2481.2,2450,2459,2460.7,2465.39,118873,2.93E+13
06-01-2015,BAJAJ-AUTO,2460.7,2454.3,2469.9,2430,2445,2441.5,2442.89,580496,1.42E+14
07-01-2015,BAJAJ-AUTO,2441.5,2442,2475.6,2432.05,2446,2447.2,2452.7,189191,4.64E+13
08-01-2015,BAJAJ-AUTO,2447.2,2447.65,2465,2436.1,2448,2450.4,2449.91,4301348,1.05E+15
09-01-2015,BAJAJ-AUTO,2450.4,2455,2468.9,2350,2375,2375.85,2395.83,245974,5.89E+13
12-01-2015,BAJAJ-AUTO,2375.85,2385,2396,2323.1,2336.1,2334,2342.02,203022,4.75E+13
13-01-2015,BAJAJ-AUTO,2334,2340,2355.15,2313.8,2326.45,2324.1,2332.46,161658,3.77E+13
14-01-2015,BAJAJ-AUTO,2324.1,2318.3,2369.9,2318.3,2365.1,2363.45,2356.22,217775,5.13E+13
15-01-2015,BAJAJ-AUTO,2363.45,2380.1,2437.35,2357.75,2415,2417.95,2408.76,726566,1.75E+14
16-01-2015,BAJAJ-AUTO,2417.95,2420,2442,2393.8,2415,2420.15,2416.82,270014,6.53E+13
19-01-2015,BAJAJ-AUTO,2420.15,2420.1,2420.1,2399.5,2404.95,2403.9,2407.21,368777,8.88E+13
20-01-2015,BAJAJ-AUTO,2403.9,2407,2417.6,2375.25,2396.3,2404.25,2399.22,197434,4.74E+13
21-01-2015,BAJAJ-AUTO,2404.25,2420,2456.5,2399.45,2454,2446.65,2434.61,201858,4.91E+13
22-01-2015,BAJAJ-AUTO,2446.65,2455.25,2491.25,2438.1,2444.8,2444.3,2453.53,748394,1.84E+14
23-01-2015,BAJAJ-AUTO,2444.3,2470.9,2474,2420,2437.8,2441.5,2445.3,356732,8.72E+13
27-01-2015,BAJAJ-AUTO,2441.5,2428.2,2439.95,2387.25,2418,2419.85,2405.16,507659,1.22E+14
28-01-2015,BAJAJ-AUTO,2419.85,2414.4,2414.4,2383.3,2398,2398.8,2399.7,963742,2.31E+14
29-01-2015,BAJAJ-AUTO,2398.8,2396.7,2416.8,2376.3,2393.15,2404.7,2398.12,391136,9.38E+13
30-01-2015,BAJAJ-AUTO,2404.7,2406.45,2416.2,2374.2,2389.05,2391.7,2388.26,261718,6.25E+13
02-02-2015,BAJAJ-AUTO,2391.7,2390,2421.25,2325,2348,2349.3,2350.73,444651,1.05E+14
03-02-2015,BAJAJ-AUTO,2349.3,2350.05,2368,2256.5,2260,2260.75,2276.8,727453,1.66E+14
04-02-2015,BAJAJ-AUTO,2260.75,2281.8,2281.8,2230.35,2248,2245.3,2246.12,399841,8.98E+13
05-02-2015,BAJAJ-AUTO,2245.3,2253,2270,2240.05,2254,2245.3,2249.41,272367,6.13E+13
06-02-2015,BAJAJ-AUTO,2245.3,2240.05,2257.8,2020.9,2220,2223.3,2217.52,296601,6.58E+13
09-02-2015,BAJAJ-AUTO,2223.3,2210,2274.75,2195.05,2259.05,2269.15,2257.73,274052,6.19E+13
10-02-2015,BAJAJ-AUTO,2269.15,2241.1,2278.6,2238,2261,2267.95,2265.55,258202,5.85E+13
11-02-2015,BAJAJ-AUTO,2267.95,2268,2294,2253.9,2280,2280.6,2276.78,212912,4.85E+13
12-02-2015,BAJAJ-AUTO,2280.6,2285,2314.9,2257.8,2280.35,2262.45,2271.26,638711,1.45E+14
13-02-2015,BAJAJ-AUTO,2262.45,2272.35,2283.7,2250,2265.35,2260.8,2260.36,543888,1.23E+14
16-02-2015,BAJAJ-AUTO,2260.8,2263.2,2280.85,2253.3,2261.4,2261.85,2263.96,1062376,2.41E+14
18-02-2015,BAJAJ-AUTO,2261.85,2263.2,2264,2230.05,2239.4,2240.3,2240.3,318828,7.14E+13
19-02-2015,BAJAJ-AUTO,2240.3,2242.65,2242.65,2200,2225,2212.55,2213.87,924708,2.05E+14
20-02-2015,BAJAJ-AUTO,2212.55,2230,2240,2200.7,2210,2206.8,2220.84,506875,1.13E+14
23-02-2015,BAJAJ-AUTO,2206.8,2215,2222.6,2171.05,2188,2181.15,2188.27,427575,9.36E+13
24-02-2015,BAJAJ-AUTO,2181.15,2182,2204,2173.3,2190,2191.45,2191.53,280197,6.14E+13
25-02-2015,BAJAJ-AUTO,2191.45,2200.1,2203,2173,2181,2179.95,2184.24,407474,8.90E+13
26-02-2015,BAJAJ-AUTO,2179.95,2181,2186.25,2128,2135.05,2134.85,2138.03,735318,1.57E+14
27-02-2015,BAJAJ-AUTO,2134.85,2140.1,2161.85,2108.3,2151,2150.5,2146.36,424147,9.10E+13
28-02-2015,BAJAJ-AUTO,2150.5,2161,2175.35,2121.9,2165.15,2153.45,2149.27,162188,3.49E+13
02-03-2015,BAJAJ-AUTO,2153.45,2168,2209.35,2053,2078,2074.25,2099.75,789363,1.66E+14
03-03-2015,BAJAJ-AUTO,2074.25,2067,2123.8,2058.1,2110,2117.5,2102.37,325920,6.85E+13
04-03-2015,BAJAJ-AUTO,2117.5,2117.55,2139,2110.05,2121,2122.1,2124.36,421933,8.96E+13
05-03-2015,BAJAJ-AUTO,2122.1,2124,2139.6,2105.6,2119,2118.65,2120.11,237799,5.04E+13
09-03-2015,BAJAJ-AUTO,2118.65,2110,2149.55,2091.75,2110,2109.85,2117.02,334555,7.08E+13
10-03-2015,BAJAJ-AUTO,2109.85,2120,2156,2111.3,2128,2129.25,2140.94,401075,8.59E+13
11-03-2015,BAJAJ-AUTO,2129.25,2140,2149,2088,2099.6,2098.3,2120.76,338536,7.18E+13
12-03-2015,BAJAJ-AUTO,2098.3,2105,2113,2067,2069.85,2072.75,2080.36,475656,9.90E+13
13-03-2015,BAJAJ-AUTO,2072.75,2079,2084.9,2011,2028.3,2023.1,2030.96,828945,1.68E+14
16-03-2015,BAJAJ-AUTO,2023.1,2010,2059,2010,2021.3,2025.5,2035.68,371543,7.56E+13
17-03-2015,BAJAJ-AUTO,2025.5,2040,2057,2027.7,2042,2047.2,2045.46,256565,5.25E+13
18-03-2015,BAJAJ-AUTO,2047.2,2050.1,2054.6,2026,2028,2031.25,2037.2,634025,1.29E+14
19-03-2015,BAJAJ-AUTO,2031.25,2040.1,2047,2020.85,2026,2025.35,2034.74,500745,1.02E+14
20-03-2015,BAJAJ-AUTO,2025.35,2035,2035,2007.25,2014.3,2017.85,2018.74,579513,1.17E+14
23-03-2015,BAJAJ-AUTO,2017.85,2011.8,2041.8,2010.05,2030,2031.75,2032.47,420806,8.55E+13
24-03-2015,BAJAJ-AUTO,2031.75,2034,2040.9,2020,2027,2028,2029.18,1002496,2.03E+14
25-03-2015,BAJAJ-AUTO,2028,2032,2035,2008.15,2012.4,2016.85,2016.68,722561,1.46E+14
26-03-2015,BAJAJ-AUTO,2016.85,2019,2032.5,1990,2001.95,2004.3,2009.69,1046160,2.10E+14
27-03-2015,BAJAJ-AUTO,2004.3,2009,2022,1980,2019,2016.9,1999.07,439910,8.79E+13
30-03-2015,BAJAJ-AUTO,2016.9,2030,2043.7,1998.3,2026.35,2028,2025.15,235638,4.77E+13
31-03-2015,BAJAJ-AUTO,2028,2035,2035,2004.9,2015.5,2016.6,2015.24,263684,5.31E+13
01-04-2015,BAJAJ-AUTO,2016.6,2027.05,2035,2002.95,2019,2019.8,2019.31,208545,4.21E+13
06-04-2015,BAJAJ-AUTO,2019.8,2030,2047.2,1993.65,2034.5,2036.4,2019.58,281023,5.68E+13
07-04-2015,BAJAJ-AUTO,2036.4,2039.95,2098,2026.9,2091.1,2094.55,2081.79,374689,7.80E+13
08-04-2015,BAJAJ-AUTO,2094.55,2091.35,2128,2082,2096.1,2099.5,2101.09,243842,5.12E+13
09-04-2015,BAJAJ-AUTO,2099.5,2101.15,2107,2078.3,2097.9,2098.55,2096.92,219282,4.60E+13
10-04-2015,BAJAJ-AUTO,2098.55,2106,2106,2077.55,2093,2098.75,2095.72,156593,3.28E+13
13-04-2015,BAJAJ-AUTO,2098.75,2115,2115,2080,2097,2095.3,2094.75,250008,5.24E+13
15-04-2015,BAJAJ-AUTO,2095.3,2101,2115.3,2060,2060.55,2075,2084.53,190435,3.97E+13
16-04-2015,BAJAJ-AUTO,2075,2067.5,2094.6,2050,2084,2088.05,2074.44,252040,5.23E+13
17-04-2015,BAJAJ-AUTO,2088.05,2063.65,2080,2040,2068,2065.3,2061.17,178998,3.69E+13
20-04-2015,BAJAJ-AUTO,2065.3,2065,2083.05,2000.6,2019.55,2022.05,2050.04,257106,5.27E+13
21-04-2015,BAJAJ-AUTO,2022.05,2025.7,2055.3,1980,1988.45,1988.45,2011.37,260092,5.23E+13
22-04-2015,BAJAJ-AUTO,1988.45,1995.1,2025,1943,1990,1983.7,1983.52,326374,6.47E+13
23-04-2015,BAJAJ-AUTO,1983.7,1992,2017.6,1973.4,1994.8,1991.05,1994.28,145385,2.90E+13
24-04-2015,BAJAJ-AUTO,1991.05,1990.5,2007.95,1961,1999.8,1998.85,1989.34,269572,5.36E+13
27-04-2015,BAJAJ-AUTO,1998.85,2006,2009.95,1970.05,1989.9,1984.45,1989.55,228380,4.54E+13
28-04-2015,BAJAJ-AUTO,1984.45,1985,2000,1943.75,1997.85,1990.15,1986.2,217394,4.32E+13
29-04-2015,BAJAJ-AUTO,1990.15,1990.2,2002.7,1971,1973.1,1978.65,1981.75,152835,3.03E+13
30-04-2015,BAJAJ-AUTO,1978.65,1977.8,1977.8,1912.5,1939,1948.65,1946.34,1262699,2.46E+14
04-05-2015,BAJAJ-AUTO,1948.65,1958.8,2098.7,1932.95,2090.2,2087.9,2043.8,610067,1.25E+14
05-05-2015,BAJAJ-AUTO,2087.9,2087.9,2087.9,2029.25,2062.15,2061.65,2057.08,291839,6.00E+13
06-05-2015,BAJAJ-AUTO,2061.65,2056.9,2056.9,2016.15,2020,2020.3,2029.16,649622,1.32E+14
07-05-2015,BAJAJ-AUTO,2020.3,2010,2089.9,2006.95,2062,2067.85,2063.22,433821,8.95E+13
08-05-2015,BAJAJ-AUTO,2067.85,2078.15,2148.1,2049.8,2123.3,2123.05,2124.23,338090,7.18E+13
11-05-2015,BAJAJ-AUTO,2123.05,2131,2193.25,2131,2180,2182.4,2174.23,312569,6.80E+13
12-05-2015,BAJAJ-AUTO,2182.4,2182.4,2185,2125,2127.5,2128.9,2141.39,267754,5.73E+13
13-05-2015,BAJAJ-AUTO,2128.9,2145,2172,2092.35,2127,2125.9,2120.84,287030,6.09E+13
14-05-2015,BAJAJ-AUTO,2125.9,2126,2179,2107.2,2156.35,2165.85,2157.22,424064,9.15E+13
15-05-2015,BAJAJ-AUTO,2165.85,2165,2192,2152,2188,2186.5,2176.65,175574,3.82E+13
18-05-2015,BAJAJ-AUTO,2186.5,2192,2227.9,2176.75,2227,2220.7,2206.91,275731,6.09E+13
19-05-2015,BAJAJ-AUTO,2220.7,2220,2243.75,2195.25,2205.85,2202.6,2223.6,212926,4.73E+13
20-05-2015,BAJAJ-AUTO,2202.6,2210,2223,2136,2150.3,2151.35,2167.97,399901,8.67E+13
21-05-2015,BAJAJ-AUTO,2151.35,2144.1,2314,2123.3,2314,2300.3,2218.84,2610990,5.79E+14
22-05-2015,BAJAJ-AUTO,2300.3,2290,2340.9,2255,2305,2307.45,2282.67,920884,2.10E+14
25-05-2015,BAJAJ-AUTO,2307.45,2300,2323.95,2280.7,2301.75,2298.85,2299.15,414481,9.53E+13
26-05-2015,BAJAJ-AUTO,2298.85,2310,2330,2285.1,2327.1,2321.3,2308.41,275643,6.36E+13
27-05-2015,BAJAJ-AUTO,2321.3,2303.45,2336.75,2303.45,2315,2312.4,2318.6,504244,1.17E+14
28-05-2015,BAJAJ-AUTO,2312.4,2312.25,2335,2275,2312,2302.95,2301.01,418946,9.64E+13
29-05-2015,BAJAJ-AUTO,2302.95,2313.25,2331,2286.05,2312.25,2316.1,2314.29,549255,1.27E+14
01-06-2015,BAJAJ-AUTO,2316.1,2318.55,2351,2306.3,2333.95,2337.75,2334.09,284450,6.64E+13
02-06-2015,BAJAJ-AUTO,2337.75,2342,2347.05,2262.15,2266.55,2270.7,2319.4,516279,1.20E+14
03-06-2015,BAJAJ-AUTO,2270.7,2251,2290.85,2229.25,2240.45,2240,2249.88,231100,5.20E+13
04-06-2015,BAJAJ-AUTO,2240,2244.8,2261,2190.55,2206,2218,2228.57,193842,4.32E+13
05-06-2015,BAJAJ-AUTO,2218,2203.7,2236,2191.35,2199.9,2198.5,2210.93,187374,4.14E+13
08-06-2015,BAJAJ-AUTO,2198.5,2200,2240.5,2200,2222,2224.2,2218.88,372632,8.27E+13
09-06-2015,BAJAJ-AUTO,2224.2,2218.7,2232.5,2177.4,2178,2190.7,2210.35,296262,6.55E+13
10-06-2015,BAJAJ-AUTO,2190.7,2182,2266.25,2179,2265,2253.15,2233.04,409711,9.15E+13
11-06-2015,BAJAJ-AUTO,2253.15,2266,2277.4,2207,2230,2213.55,2233.28,350425,7.83E+13
12-06-2015,BAJAJ-AUTO,2213.55,2220,2297,2201.4,2282,2286.3,2269.98,575268,1.31E+14
15-06-2015,BAJAJ-AUTO,2286.3,2286.3,2339.15,2261.6,2335,2332.35,2305.8,501630,1.16E+14
16-06-2015,BAJAJ-AUTO,2332.35,2329,2403.15,2314.2,2393,2391.1,2353.73,457467,1.08E+14
17-06-2015,BAJAJ-AUTO,2391.1,2395,2408.5,2362,2367.9,2372,2383.22,366641,8.74E+13
18-06-2015,BAJAJ-AUTO,2372,2370,2412.4,2369.1,2388.5,2396,2392.84,308116,7.37E+13
19-06-2015,BAJAJ-AUTO,2396,2409.95,2425,2390.2,2403,2407.75,2405.98,327523,7.88E+13
22-06-2015,BAJAJ-AUTO,2407.75,2405.05,2436.45,2397.2,2426.9,2425.05,2422.87,244573,5.93E+13
23-06-2015,BAJAJ-AUTO,2425.05,2425.05,2438,2402.3,2404,2414.3,2422.54,291949,7.07E+13
24-06-2015,BAJAJ-AUTO,2414.3,2414.95,2414.95,2388.6,2391.05,2392.6,2397.74,263531,6.32E+13
25-06-2015,BAJAJ-AUTO,2392.6,2400,2530,2390,2510,2504.3,2474.12,927513,2.29E+14
26-06-2015,BAJAJ-AUTO,2504.3,2494,2554,2471,2545,2544.8,2523.62,662174,1.67E+14
29-06-2015,BAJAJ-AUTO,2544.8,2500,2574.05,2480.45,2550.35,2558.85,2542.68,579466,1.47E+14
30-06-2015,BAJAJ-AUTO,2558.85,2552.45,2584,2531.1,2535.2,2541.95,2558.24,629086,1.61E+14
01-07-2015,BAJAJ-AUTO,2541.95,2541.95,2555,2516,2532,2526.25,2531.35,251469,6.37E+13
02-07-2015,BAJAJ-AUTO,2526.25,2550,2586.2,2528,2563.1,2566.2,2568.12,338991,8.71E+13
03-07-2015,BAJAJ-AUTO,2566.2,2580,2609,2575,2586.2,2588,2591.39,346267,8.97E+13
06-07-2015,BAJAJ-AUTO,2588,2572,2602.95,2569.5,2595.95,2595.35,2593.05,254273,6.59E+13
07-07-2015,BAJAJ-AUTO,2595.35,2602,2612.9,2585,2605,2603.7,2602.62,184985,4.81E+13
08-07-2015,BAJAJ-AUTO,2603.7,2589.05,2608,2560,2578,2571.45,2581.88,184524,4.76E+13
09-07-2015,BAJAJ-AUTO,2571.45,2545,2558,2500.15,2510.05,2511.25,2531.96,239855,6.07E+13
10-07-2015,BAJAJ-AUTO,2511.25,2519.9,2523.4,2453.65,2467,2466.8,2473.33,332514,8.22E+13
13-07-2015,BAJAJ-AUTO,2466.8,2480,2507.95,2439.6,2500,2496.85,2483.77,295109,7.33E+13
14-07-2015,BAJAJ-AUTO,2496.85,2500,2521,2485.55,2499.5,2498.7,2502.84,341879,8.56E+13
15-07-2015,BAJAJ-AUTO,2498.7,2490,2540,2490,2533,2532.25,2528.25,350064,8.85E+13
16-07-2015,BAJAJ-AUTO,2532.25,2540,2561,2537.8,2545,2545.85,2548.32,224838,5.73E+13
17-07-2015,BAJAJ-AUTO,2545.85,2555,2567.6,2485,2534,2529.45,2538.97,259098,6.58E+13
20-07-2015,BAJAJ-AUTO,2529.45,2533,2550.2,2512.65,2520,2520.95,2526.67,131942,3.33E+13
21-07-2015,BAJAJ-AUTO,2520.95,2508,2572.95,2508,2555,2542.95,2544.84,226485,5.76E+13
22-07-2015,BAJAJ-AUTO,2542.95,2548,2628,2548,2626,2618.9,2604.73,493192,1.28E+14
23-07-2015,BAJAJ-AUTO,2618.9,2630,2656,2480,2482,2489.05,2543.03,1651767,4.20E+14
24-07-2015,BAJAJ-AUTO,2489.05,2492.9,2518.8,2477.15,2501,2497.35,2498.74,399738,9.99E+13
27-07-2015,BAJAJ-AUTO,2497.35,2494,2529,2460.75,2508.35,2509,2507.3,405369,1.02E+14
28-07-2015,BAJAJ-AUTO,2509,2517,2524.9,2471.3,2478,2482,2495.97,248738,6.21E+13
29-07-2015,BAJAJ-AUTO,2482,2484.6,2514.75,2471.9,2498.8,2497.85,2498.66,220012,5.50E+13
30-07-2015,BAJAJ-AUTO,2497.85,2500,2534,2500,2527,2527.25,2524.17,332527,8.39E+13
31-07-2015,BAJAJ-AUTO,2527.25,2533,2555.6,2514.25,2522.4,2525.3,2532.68,245751,6.22E+13
03-08-2015,BAJAJ-AUTO,2525.3,2525,2564.6,2487.3,2504.5,2504.9,2508.69,294753,7.39E+13
04-08-2015,BAJAJ-AUTO,2504.9,2524.9,2524.9,2477.15,2511,2511.9,2507.6,276076,6.92E+13
05-08-2015,BAJAJ-AUTO,2511.9,2506,2586.85,2506,2576.1,2576.65,2570.03,577916,1.49E+14
06-08-2015,BAJAJ-AUTO,2576.65,2576,2608,2560.95,2572,2578.35,2581.15,369433,9.54E+13
07-08-2015,BAJAJ-AUTO,2578.35,2578.35,2582,2528.5,2539,2537.4,2551.8,191394,4.88E+13
10-08-2015,BAJAJ-AUTO,2537.4,2544.95,2573.65,2541.7,2559,2554.6,2559.21,226672,5.80E+13
11-08-2015,BAJAJ-AUTO,2554.6,2560,2567,2525.2,2527.6,2539.9,2541.53,184804,4.70E+13
12-08-2015,BAJAJ-AUTO,2539.9,2535,2546.8,2451.4,2469,2462.2,2492.55,243929,6.08E+13
13-08-2015,BAJAJ-AUTO,2462.2,2470,2510,2422,2500,2486.85,2475.15,195819,4.85E+13
14-08-2015,BAJAJ-AUTO,2486.85,2495,2572.8,2475.75,2560,2558.6,2545.22,255379,6.50E+13
17-08-2015,BAJAJ-AUTO,2558.6,2569,2570,2529.95,2535.1,2535.35,2540.11,157272,3.99E+13
18-08-2015,BAJAJ-AUTO,2535.35,2540,2569,2520,2528,2526.8,2535.99,154551,3.92E+13
19-08-2015,BAJAJ-AUTO,2526.8,2519,2555,2496.65,2545,2543.05,2535.09,176926,4.49E+13
20-08-2015,BAJAJ-AUTO,2543.05,2505.05,2546.25,2481.6,2500,2491.8,2507.37,209161,5.24E+13
21-08-2015,BAJAJ-AUTO,2491.8,2475.05,2508.6,2385,2397,2406.2,2419.4,604347,1.46E+14
24-08-2015,BAJAJ-AUTO,2406.2,2339.7,2355.7,2169,2185,2191.55,2248.45,524739,1.18E+14
25-08-2015,BAJAJ-AUTO,2191.55,2217.5,2245.9,2142.85,2198.7,2198.2,2186,622800,1.36E+14
26-08-2015,BAJAJ-AUTO,2198.2,2194.45,2270,2133.65,2240.5,2244.65,2228.78,436233,9.72E+13
27-08-2015,BAJAJ-AUTO,2244.65,2270,2270.1,2176.2,2191.6,2187.75,2198.49,777058,1.71E+14
28-08-2015,BAJAJ-AUTO,2187.75,2214.95,2293.85,2202.05,2272,2279.55,2263.67,568948,1.29E+14
31-08-2015,BAJAJ-AUTO,2279.55,2261,2270,2221.1,2235,2232.7,2238.22,459532,1.03E+14
01-09-2015,BAJAJ-AUTO,2232.7,2212.85,2258.9,2211.05,2252,2249.9,2237.03,570898,1.28E+14
02-09-2015,BAJAJ-AUTO,2249.9,2245,2282.45,2192.5,2204,2203.5,2236.85,396461,8.87E+13
03-09-2015,BAJAJ-AUTO,2203.5,2218.15,2264.9,2212.5,2255,2248.4,2244.14,324122,7.27E+13
04-09-2015,BAJAJ-AUTO,2248.4,2235.1,2235.1,2183.4,2212,2211,2202.75,288883,6.36E+13
07-09-2015,BAJAJ-AUTO,2211,2225,2225,2177.2,2191,2192.1,2192.38,201054,4.41E+13
08-09-2015,BAJAJ-AUTO,2192.1,2196.1,2219,2175.55,2206.3,2205.65,2205.03,264656,5.84E+13
09-09-2015,BAJAJ-AUTO,2205.65,2220.2,2280,2220.2,2270.3,2270,2257.07,218609,4.93E+13
10-09-2015,BAJAJ-AUTO,2270,2240,2319.9,2214.65,2318,2302.7,2275.8,280684,6.39E+13
11-09-2015,BAJAJ-AUTO,2302.7,2327,2334.2,2273,2320.05,2325.8,2307.65,311139,7.18E+13
14-09-2015,BAJAJ-AUTO,2325.8,2345,2345,2296.05,2317.7,2314.35,2312.54,155057,3.59E+13
15-09-2015,BAJAJ-AUTO,2314.35,2315,2315,2281.1,2292.05,2296.4,2297.9,188695,4.34E+13
16-09-2015,BAJAJ-AUTO,2296.4,2305.1,2369,2298.6,2340,2350.15,2345.36,340725,7.99E+13
18-09-2015,BAJAJ-AUTO,2350.15,2375,2378.55,2273,2273.55,2297.5,2319.01,406288,9.42E+13
21-09-2015,BAJAJ-AUTO,2297.5,2275,2309.9,2260.35,2304.55,2302.6,2296.42,165733,3.81E+13
22-09-2015,BAJAJ-AUTO,2302.6,2332.9,2333,2240.35,2266.95,2259.15,2282.35,241130,5.50E+13
23-09-2015,BAJAJ-AUTO,2259.15,2242,2256.1,2210.15,2239.95,2239.25,2233.27,344990,7.70E+13
24-09-2015,BAJAJ-AUTO,2239.25,2248,2293.9,2237,2279.85,2282.95,2275.04,403540,9.18E+13
28-09-2015,BAJAJ-AUTO,2282.95,2300,2310,2262.45,2275,2274.4,2278.58,177328,4.04E+13
29-09-2015,BAJAJ-AUTO,2274.4,2258,2293.2,2205,2254,2250.65,2247.82,265626,5.97E+13
30-09-2015,BAJAJ-AUTO,2250.65,2266,2322.45,2251.7,2318,2312.1,2288.83,306730,7.02E+13
01-10-2015,BAJAJ-AUTO,2312.1,2311,2327.35,2284.1,2320.1,2315.1,2310.66,182986,4.23E+13
05-10-2015,BAJAJ-AUTO,2315.1,2325,2405,2311.65,2388,2388.75,2366.39,226860,5.37E+13
06-10-2015,BAJAJ-AUTO,2388.75,2395,2398.8,2342.15,2372.35,2376.75,2367.2,214337,5.07E+13
07-10-2015,BAJAJ-AUTO,2376.75,2371.1,2465,2354.05,2465,2451.8,2426.78,297092,7.21E+13
08-10-2015,BAJAJ-AUTO,2451.8,2479.9,2479.9,2406.15,2434,2430.9,2434.36,215467,5.25E+13
09-10-2015,BAJAJ-AUTO,2430.9,2448,2486,2438.8,2441.15,2449.6,2465.27,226253,5.58E+13
12-10-2015,BAJAJ-AUTO,2449.6,2450.5,2458.95,2405.7,2420,2422.25,2430.26,109815,2.67E+13
13-10-2015,BAJAJ-AUTO,2422.25,2430,2478.75,2425,2464.6,2462.1,2458.99,240921,5.92E+13
14-10-2015,BAJAJ-AUTO,2462.1,2456.3,2478.8,2431.05,2436.9,2438.95,2445.49,110664,2.71E+13
15-10-2015,BAJAJ-AUTO,2438.95,2450,2460,2440.4,2448.45,2450.65,2452.59,132541,3.25E+13
